model	0.44697675349244576
question	0.25271997650708855
graph	0.14409175610765698
response	0.14143635007045355
language	0.14059375068375843
proceeding	0.14049816531984843
method	0.1304608690133906
data	0.12764189795000216
training	0.125622438528035
page	0.1163300422648003
computational	0.1138115468966135
answer	0.1118356829068762
conference	0.11014668282259842
result	0.10875751850852697
neural	0.10746678270389985
representation	0.1062001061450389
set	0.10260303601760937
using	0.10178463564662668
association	0.10051977379298387
use	0.09918072575237215
natural	0.09629041810741955
input	0.0962589903702313
example	0.09619257921364821
learning	0.09537333716138321
information	0.0950072952362302
generation	0.0945942909130778
system	0.09365701836506624
sentence	0.09243793942254962
word	0.09190311758800221
dataset	0.0904537583959153
test	0.08240268053297349
two	0.08060223483590985
document	0.07675477909065521
task	0.07650117490243405
also	0.0762461347741907
different	0.07361552149252688
performance	0.07276586134705836
table	0.07100920151446176
human	0.0697231473858415
network	0.06916072745968964
pair	0.06904229834209438
knowledge	0.0689246167943075
text	0.06814024403486336
work	0.06713496245186655
used	0.06643011903437081
one	0.06638259151898675
show	0.06597453623318064
evaluation	0.06574628797776001
attention	0.06411618831214996
type	0.06391375245355976
