model	0.009848122988501443
legal	0.00842163510706937
proceeding	0.0073698748742528995
question	0.007124929367749021
pair	0.005634797322325736
graph	0.005201439640751704
neural	0.004211599725725599
method	0.004169818120100134
language	0.0037799390269708222
generation	0.0037191961517549187
result	0.0036606130987130807
conference	0.003655238901448455
information	0.003408024538508878
learning	0.0033501462644362576
using	0.0032209282655299527
use	0.0031060167128139893
loss	0.0030975839362734686
answer	0.0029152782775631538
generated	0.002858220202371136
task	0.002786867429953679
context	0.0026642991108854616
network	0.0026641258331064253
computational	0.00266391075763752
case	0.0025473114795435924
legalai	0.002545978574678383
input	0.0025423178159656567
training	0.002541172146640854
natural	0.0024819092604509855
zhang	0.002477042525838674
association	0.0024172776724936283
baseline	0.0024155606356218834
text	0.0022936775060312807
word	0.0022926021474231027
performance	0.0022403711297738576
liu	0.002177226490278838
latent	0.002109103746172155
knowledge	0.002048981170118162
system	0.0020464940360899785
linguistics	0.0019900792543432444
also	0.001985054374505865
work	0.001984927993951066
human	0.001982871692898684
two	0.0019220829284472695
representation	0.0019212405048669903
example	0.0019202518691175843
set	0.0019200547138366983
relation	0.0018036142997214404
show	0.0017456436265451375
dataset	0.0017344551121832312
table	0.0016763054052328684
